Date,Return,SMA_ratio,Volatility_5D,Momentum_10D,Daily_Range,RSI_14,CPI_YoY,UNRATE_Diff,Rate_Differential_Change,target
2004-11-18,-0.0068241436219089735,1.0095630873215575,0.005218180624022813,0.005904719024626415,0.00995763925035448,61.20069520735478,0.03189189189189201,0.09999999999999964,0.0,1
2004-11-19,0.006949836380752972,1.0089921409164955,0.005739399446877505,0.005554592301934447,0.009362029624317487,69.66467610105161,0.03189189189189201,0.09999999999999964,0.0,1
2004-11-22,7.816852695574639e-05,1.0091786990378573,0.005479726708749497,0.010223343752556957,0.0026839419930648452,72.21732925856149,0.03189189189189201,0.09999999999999964,0.019999999999999796,1
2004-11-23,0.004374444235503372,1.0101546353919069,0.005626105756564722,0.01534972441250515,0.009401715469700759,70.23963426204244,0.03189189189189201,0.09999999999999964,-0.009999999999999787,1
2004-11-24,0.0061804312375826065,1.0107077326847558,0.005680199854162281,0.022666164886011364,0.00789921655533658,71.62828127086851,0.03189189189189201,0.09999999999999964,0.020000000000000018,1
2004-11-25,0.006072270567480498,1.0133260747705,0.002765821092253289,0.026953650498871662,0.00874628202315486,71.05530949029998,0.03189189189189201,0.09999999999999964,0.0,1
2004-11-26,0.0027919443535306954,1.0153083628897586,0.0025484507549493915,0.025061155649918065,0.009778985179451308,78.9114725365547,0.03189189189189201,0.09999999999999964,-0.010000000000000231,0
2004-11-29,-0.0022550611327795123,1.0167434973448686,0.0034700661515962715,0.02512403701801147,0.005202586986648713,76.51180342194752,0.03189189189189201,0.09999999999999964,0.020000000000000018,1
2004-11-30,0.0024867129224686035,1.017573428193971,0.003444602280045972,0.02593114702716459,0.006767598858721824,79.01783166185984,0.03189189189189201,0.09999999999999964,-0.009999999999999787,1
2004-12-01,0.0036034277071561593,1.0181159700661175,0.003027653401880237,0.02362236617735136,0.0054775131484700555,79.6981697214624,0.03189189189189201,0.09999999999999964,0.020000000000000018,0
2004-12-02,-0.0063652877710854705,1.016651008530154,0.004258869381624295,0.02409528857949983,0.009796436526773693,69.17329018880966,0.03189189189189201,0.09999999999999964,-0.040000000000000036,1
2004-12-03,0.015458983057307751,1.0173248296290034,0.008220707621741692,0.03274932148804344,0.015367230238006607,78.16558099636578,0.034127843986998974,0.0,-0.020000000000000018,0
2004-12-06,-0.005197627679959016,1.0174293380182415,0.008742653208375934,0.02730117240883123,0.0048430233251422344,72.10514430571541,0.034127843986998974,-0.09999999999999964,0.06000000000000005,1
2004-12-07,0.0026055844580445964,1.0173928158301937,0.008744478447076025,0.025491935093366447,0.005655347332959251,70.88515042691287,0.034127843986998974,-0.09999999999999964,-0.050000000000000044,0
2004-12-08,-0.006392298992729195,1.0156064019841375,0.009409576826775103,0.012677897915729375,0.015955014988393575,71.1209121491905,0.034127843986998974,-0.09999999999999964,0.019999999999999796,0
2004-12-09,-0.0030732504474006994,1.0147424893550183,0.008955124572476715,0.0034723296204517418,0.007588265432573333,64.91394459722315,0.034127843986998974,-0.09999999999999964,0.040000000000000036,0
2004-12-10,-0.00662117309474386,1.010010730108656,0.0038135099876472857,-0.005947174542897282,0.011662344840923499,59.01679802660757,0.034127843986998974,-0.09999999999999964,0.040000000000000036,1
2004-12-13,0.007872103062825708,1.007409961047226,0.006257257988079631,0.004142514505226291,0.007949962935076556,60.90002342900371,0.034127843986998974,-0.09999999999999964,0.0900000000000003,0
2004-12-14,-0.0008251565716695941,1.0042485637594276,0.0059256575097380625,0.0008251748151446581,0.00480849111959899,56.87556382463599,0.034127843986998974,-0.09999999999999964,0.06000000000000005,1
2004-12-15,0.007130869439935905,1.0037504739799274,0.006378966001031936,0.004342851609976828,0.01289982443126036,57.538914520490565,0.034127843986998974,-0.09999999999999964,0.06999999999999984,0
2004-12-16,-0.011409077653570576,1.0018094429373936,0.008434140801239111,-0.0007552938665769116,0.016377759655335743,47.9676505146609,0.034127843986998974,-0.09999999999999964,-0.050000000000000266,1
2004-12-17,0.004672831195749794,1.0022359486826378,0.007975387169489059,-0.011369218532212177,0.006606291884792258,52.14514715626135,0.03575297941495115,-0.09999999999999964,-0.029999999999999805,1
2004-12-20,0.0059460835533804435,1.0019932960777749,0.007628961888249387,-0.00029464105671395124,0.008057349722376293,54.04726452143877,0.03575297941495115,-0.09999999999999964,0.029999999999999805,0
2004-12-21,-0.0017246611230049558,1.001870860840699,0.007696110930553477,-0.004612360586728204,0.0038990733247279735,51.01226759055461,0.03575297941495115,-0.09999999999999964,-0.019999999999999574,1
2004-12-22,0.001647121514267491,1.000876643395635,0.006944335779155734,0.0034414616537774556,0.004114949380354001,56.05204354500861,0.03575297941495115,-0.09999999999999964,0.009999999999999787,1
2004-12-23,0.009039553152675905,1.0038365771639828,0.004120367001740106,0.015633419944234284,0.00992189404406686,52.325043711977806,0.03575297941495115,-0.09999999999999964,0.08999999999999986,1
2004-12-24,0.0019224982048537953,1.0062942740009369,0.004177293016965792,0.024368494485658143,0.0042793911727551795,57.505853708945274,0.03575297941495115,-0.09999999999999964,-0.06999999999999984,1
2004-12-27,0.006348686684180205,1.0084118300338614,0.004242822845333428,0.022820143521755654,0.009029085836340186,59.68149050677182,0.03575297941495115,-0.09999999999999964,-0.029999999999999805,0
2004-12-28,-0.002202190447998964,1.0106582558211819,0.004391113348639908,0.021410522376582586,0.003820860225407164,63.223307464017495,0.03575297941495115,-0.09999999999999964,0.0,1
2004-12-29,0.000952430811965499,1.0128964773308924,0.004468811500637623,0.015144482462647435,0.005957607264002024,66.5846321764947,0.03575297941495115,-0.09999999999999964,-0.010000000000000231,1
2004-12-30,0.0015535756244309251,1.0132402045826516,0.003060476204515738,0.028455312711833436,0.0057991364101284745,74.35152167511768,0.03575297941495115,-0.09999999999999964,0.010000000000000231,0
2004-12-31,-0.004625593299257824,1.0132687444737427,0.004154835378933824,0.01893677715000419,0.010322811854329934,65.21578835151558,0.03575297941495115,-0.09999999999999964,-0.27000000000000024,0
2005-01-03,-0.007004379143042749,1.0106965886246906,0.0036390740919785476,0.005819073390094465,0.01329620708523936,59.05294234368548,0.03575297941495115,0.0,0.3400000000000001,0
2005-01-04,-0.013959424443444779,1.006608254103235,0.006365436161153122,-0.006508145190658454,0.017692316874696915,43.79240039320866,0.03351351351351339,0.0,-0.06000000000000005,0
2005-01-05,-0.0001460276048717013,1.001980021870675,0.006140145147035851,-0.00828669474774213,0.006026785033027525,51.74643964934974,0.03351351351351339,0.0,0.0,0
2005-01-06,-0.007303434026007971,0.995796176425955,0.0050092716426441905,-0.02434905601200421,0.008724862983950886,42.50459579058606,0.03351351351351339,0.0,0.0,0
2005-01-07,-0.009260276554085123,0.9888513161123295,0.004979505561359411,-0.03523860562239034,0.016692536025279987,31.792515289968605,0.03351351351351339,0.0,-0.009999999999999787,1
2005-01-10,0.0037495205969442225,0.9842502539377257,0.007125749163605175,-0.03773036134455765,0.004262092500828604,36.14966199721847,0.03351351351351339,0.0,0.019999999999999574,1
2005-01-11,0.0005377627378797545,0.9824910040917114,0.005536217369743028,-0.03508796853023377,0.005039929279584387,35.11088828518609,0.03351351351351339,0.0,-0.019999999999999574,1
2005-01-12,0.010591521893056122,0.9826739559540691,0.008140232163480575,-0.02579594358452031,0.015391545459475204,36.347728179620844,0.03351351351351339,0.0,0.009999999999999787,0
2005-01-13,-0.003382053622744352,0.9832398701406072,0.00746188772889794,-0.03059679513214042,0.004759587459709267,32.91687377525635,0.03351351351351339,0.0,0.040000000000000036,0
2005-01-14,-0.008488158059414386,0.9845953692306246,0.0072146589733038755,-0.03435857826851474,0.010992706263403589,23.297416720020166,0.03351351351351339,0.0,0.0,0
2005-01-17,-0.003654285348958619,0.9849711414044612,0.0071667088284150795,-0.031100770010043854,0.006743215521388712,22.881618342356674,0.03351351351351339,0.0,0.0,0
2005-01-18,-0.002538536346365583,0.9847820923813073,0.007146690167148272,-0.019878422819294972,0.005366727443669096,21.161445473701406,0.03351351351351339,0.0,0.020000000000000018,0
2005-01-19,-0.0011442046788493476,0.9824177518250099,0.0027753687925539364,-0.020856900592113092,0.011001806604732744,19.20875486129954,0.03297297297297286,0.0,-0.1200000000000001,0
